Latitude_Degrees,Longitude_Degrees,Realm_Name,Exposure,Date_Year,Date_Month,Depth_m,Temperature_Mean,TSA_DHW,TSA_Frequency,Bleaching_Category,Bleaching_Binary
12.4858,-61.4827,Tropical Atlantic,Sheltered,2019,6,11.0,300.41,0.0,0.0,none,none
11.3265,-60.5753,Tropical Atlantic,Exposed,2019,10,9.6,300.42,2.25,2.0,none,none
17.9385,-87.9349,Tropical Atlantic,Exposed,2019,6,10.0,300.93,0.0,0.0,none,none
17.2125,-62.6548,Tropical Atlantic,Sheltered,2019,6,10.5,300.38,0.0,0.29,none,none
17.1861,-62.6806,Tropical Atlantic,Sheltered,2019,6,13.0,300.45,0.0,0.0,none,none
13.3186,-81.4019,Tropical Atlantic,Sheltered,2019,3,9.0,300.74,0.0,0.0,none,none
11.3282,-60.5505,Tropical Atlantic,Sheltered,2019,10,10.3,300.42,1.77,1.6,none,none
13.3524,-81.4074,Tropical Atlantic,Sheltered,2019,3,6.0,300.74,0.0,3.0,none,none
17.2231,-62.6606,Tropical Atlantic,Sheltered,2019,6,12.0,300.4,0.0,0.0,none,none
11.3331,-60.5561,Tropical Atlantic,Sheltered,2019,10,11.0,300.32,2.48,2.0,none,none
11.3542,-60.5276,Tropical Atlantic,Sheltered,2019,4,10.1,300.4,0.0,1.0,none,none
18.4929,-66.3952,Tropical Atlantic,Exposed,2019,3,3.4,300.44,0.0,0.0,none,none
11.3384,-60.55,Tropical Atlantic,Sometimes,2019,10,10.5,300.32,2.48,2.0,none,none
16.1999,-61.4898,Tropical Atlantic,Sheltered,2019,5,0.5,300.45,0.0,1.0,none,none
16.2399,-61.2852,Tropical Atlantic,Exposed,2019,5,9.0,300.34,0.0,0.0,none,none
15.9539,-61.7104,Tropical Atlantic,Sheltered,2019,5,10.0,300.55,0.0,0.0,none,none
12.4878,-61.4906,Tropical Atlantic,Sheltered,2019,6,10.5,300.41,0.0,0.0,none,none
17.1661,-62.6353,Tropical Atlantic,Sheltered,2019,6,11.0,300.43,0.0,0.0,none,none
11.3257,-60.5946,Tropical Atlantic,Sometimes,2019,4,11.2,300.36,0.0,0.5,none,none
13.3128,-81.3743,Tropical Atlantic,Sheltered,2019,3,8.0,300.74,0.0,0.0,none,none
12.4506,-61.4944,Tropical Atlantic,Sheltered,2019,6,7.0,300.46,0.0,0.0,none,none
15.8726,-61.31,Tropical Atlantic,Sheltered,2019,5,7.5,300.41,0.0,0.2,none,none
17.8339,-87.9939,Tropical Atlantic,Sheltered,2019,6,3.0,301.07,0.0,1.0,none,none
25.6626,-79.3077,Tropical Atlantic,Sheltered,2019,8,5.0,300.17,2.56,2.0,none,none
15.8764,-61.6017,Tropical Atlantic,Sheltered,2019,5,8.5,300.43,0.0,0.0,none,none
11.2943,-60.6714,Tropical Atlantic,Sheltered,2019,4,10.2,300.43,0.0,1.0,none,none
16.4312,-61.5429,Tropical Atlantic,Sheltered,2019,5,13.0,300.38,0.0,0.0,none,none
13.3152,-81.3743,Tropical Atlantic,Sheltered,2019,3,12.0,300.74,0.0,0.0,none,none
11.3209,-60.5585,Tropical Atlantic,Sheltered,2019,4,10.2,300.42,0.0,0.4,none,none
16.1751,-61.1056,Tropical Atlantic,Exposed,2019,5,2.0,300.31,0.0,0.0,none,none
16.1384,-61.7757,Tropical Atlantic,Sheltered,2019,5,5.0,300.77,0.0,0.0,none,none
12.4953,-61.4658,Tropical Atlantic,Sheltered,2018,7,3.0,300.41,0.0,3.0,none,none
15.2068,-61.3492,Tropical Atlantic,Sometimes,2018,1,16.0,300.51,0.0,0.5,none,none
14.457,-60.9219,Tropical Atlantic,Sheltered,2018,5,8.0,300.42,0.0,1.33,none,none
1.6988,7.4055,Tropical Atlantic,Sometimes,2018,9,7.0,300.14,0.0,0.0,mild,bleaching
17.8935,-62.8551,Tropical Atlantic,Sheltered,2018,8,13.0,300.24,0.0,0.0,none,none
11.2554,-60.5373,Tropical Atlantic,Exposed,2018,10,10.0,300.54,0.0,0.0,none,none
12.5052,-81.8148,Tropical Atlantic,Sheltered,2018,10,12.0,300.72,1.19,2.0,mild,bleaching
17.2157,-62.6232,Tropical Atlantic,Exposed,2018,1,8.0,300.38,0.2,0.43,none,none
12.4858,-81.7024,Tropical Atlantic,Exposed,2018,10,6.0,300.73,0.0,0.0,none,none
12.5372,-81.7359,Tropical Atlantic,Sheltered,2018,10,12.0,300.75,0.0,0.0,none,none
12.5929,-81.7408,Tropical Atlantic,Sheltered,2018,10,10.7,300.73,6.76,4.0,none,none
12.4849,-61.4956,Tropical Atlantic,Sheltered,2018,7,9.5,300.44,0.0,3.0,none,none
21.7859,-72.205,Tropical Atlantic,Sheltered,2018,9,4.0,300.0,0.0,0.0,none,none
15.2349,-61.3666,Tropical Atlantic,Sheltered,2018,1,1.0,300.51,0.0,0.5,none,none
15.2367,-61.3699,Tropical Atlantic,Sheltered,2018,1,10.5,300.53,0.0,0.0,none,none
15.4392,-61.4458,Tropical Atlantic,Sheltered,2018,1,14.0,300.72,0.0,0.0,none,none
15.3808,-61.4125,Tropical Atlantic,Sheltered,2018,1,6.0,300.72,0.0,0.0,none,none
15.2369,-61.3701,Tropical Atlantic,Sheltered,2018,1,8.0,300.53,0.0,0.0,none,none
11.301,-60.5077,Tropical Atlantic,Sheltered,2018,2,11.9,300.5,0.0,2.0,none,none
11.2911,-74.1937,Tropical Atlantic,Sheltered,2018,5,5.8,299.83,0.0,2.0,none,none
12.5217,-81.7298,Tropical Atlantic,Sheltered,2018,10,11.1,300.75,0.0,0.0,none,none
15.2138,-61.3718,Tropical Atlantic,Sheltered,2018,1,8.0,300.53,0.0,0.0,none,none
15.5905,-61.4741,Tropical Atlantic,Sheltered,2018,1,10.0,300.64,0.0,0.0,none,none
11.3003,-60.5211,Tropical Atlantic,Sheltered,2018,2,10.8,300.5,0.0,2.0,none,none
11.3401,-60.5476,Tropical Atlantic,Exposed,2018,2,11.9,300.32,0.0,3.0,none,none
15.4267,-61.4478,Tropical Atlantic,Sheltered,2018,1,16.0,300.72,0.0,0.0,none,none
15.4386,-61.4457,Tropical Atlantic,Sheltered,2018,1,8.0,300.72,0.0,0.0,none,none
15.5816,-61.4757,Tropical Atlantic,Sheltered,2018,1,12.0,300.64,0.0,0.0,none,none
15.4071,-61.4274,Tropical Atlantic,Sheltered,2018,1,8.0,300.72,0.0,0.0,none,none
11.2489,-60.5504,Tropical Atlantic,Exposed,2018,10,10.0,300.54,0.0,0.0,none,none
18.4348,-69.6852,Tropical Atlantic,Exposed,2018,3,15.0,300.63,0.0,1.0,none,none
18.4491,-68.4202,Tropical Atlantic,Exposed,2018,5,6.0,300.32,0.0,1.75,none,none
18.6557,-68.3598,Tropical Atlantic,Sheltered,2018,4,6.0,300.28,0.0,0.0,none,none
11.3136,-74.1943,Tropical Atlantic,Sheltered,2018,5,7.5,299.83,0.0,2.0,none,none
1.5688,7.4323,Tropical Atlantic,Exposed,2018,6,6.9,300.05,0.0,0.0,none,none
25.1072,-80.3058,Tropical Atlantic,Exposed,2018,1,4.0,299.84,0.0,2.0,none,none
1.6081,7.3369,Tropical Atlantic,Sometimes,2018,5,11.2,300.09,0.0,0.17,none,none
11.2979,-60.5089,Tropical Atlantic,Sheltered,2018,10,10.4,300.5,0.0,0.0,mild,bleaching
25.6573,-79.3056,Tropical Atlantic,Sheltered,2018,6,5.0,300.1,0.0,1.0,none,none
19.7802,-70.6564,Tropical Atlantic,Exposed,2018,4,3.0,300.3,0.0,0.0,none,none
17.9001,-62.8636,Tropical Atlantic,Exposed,2018,8,10.0,300.24,0.0,0.0,none,none
9.3884,-76.1726,Tropical Atlantic,Sheltered,2017,6,6.0,301.79,1.11,6.0,none,none
9.3969,-76.1893,Tropical Atlantic,Exposed,2017,6,6.0,301.79,1.11,6.0,none,none
24.8178,-76.3483,Tropical Atlantic,Sheltered,2017,3,4.5,299.84,0.0,2.0,none,none
17.9553,-67.0531,Tropical Atlantic,Sheltered,2017,5,3.3,300.76,0.0,0.67,none,none
18.0999,-77.9861,Tropical Atlantic,Exposed,2017,12,6.3,301.35,0.0,1.0,none,none
18.2095,-78.2596,Tropical Atlantic,Exposed,2017,6,6.7,301.43,0.0,0.67,none,none
17.9019,-76.8459,Tropical Atlantic,Sheltered,2017,8,5.6,301.1,0.0,4.0,none,none
18.0712,-63.0101,Tropical Atlantic,Exposed,2017,2,10.0,300.22,0.0,3.2,none,none
18.2618,-78.3663,Tropical Atlantic,Exposed,2017,6,7.7,301.4,0.0,1.0,none,none
25.1366,-80.2889,Tropical Atlantic,Exposed,2017,10,4.0,299.79,1.58,1.0,none,none
17.9186,-66.9686,Tropical Atlantic,Exposed,2017,10,6.0,300.72,0.0,0.0,none,none
18.3422,-78.3556,Tropical Atlantic,Exposed,2017,6,8.9,301.37,0.0,1.0,none,none
18.3609,-78.3433,Tropical Atlantic,Exposed,2017,6,5.4,301.37,0.0,1.0,none,none
18.4094,-77.0897,Tropical Atlantic,Exposed,2017,8,10.0,301.03,0.0,0.0,none,none
18.4098,-76.9788,Tropical Atlantic,Exposed,2017,7,8.4,301.08,0.0,1.0,none,none
17.8323,-76.9222,Tropical Atlantic,Exposed,2017,8,4.0,301.12,0.0,2.5,none,none
12.5217,-81.7245,Tropical Atlantic,Sheltered,2017,10,12.0,300.73,7.28,7.0,mild,bleaching
18.4108,-76.9485,Tropical Atlantic,Exposed,2017,7,8.4,301.1,0.0,0.67,none,none
12.5022,-81.7332,Tropical Atlantic,Sheltered,2017,10,7.7,300.73,7.28,7.0,mild,bleaching
17.885,-66.9517,Tropical Atlantic,Exposed,2017,10,19.0,300.73,0.0,0.0,none,none
18.469,-66.0908,Tropical Atlantic,Exposed,2017,4,4.7,300.3,0.0,0.0,none,none
18.4745,-66.1874,Tropical Atlantic,Sheltered,2017,4,2.1,300.34,0.0,0.0,none,none
12.5374,-81.7366,Tropical Atlantic,Sheltered,2017,10,12.0,300.73,7.28,7.0,moderate,bleaching
18.1184,-63.0566,Tropical Atlantic,Sheltered,2017,12,10.0,300.21,0.0,0.17,none,none
18.4131,-76.944,Tropical Atlantic,Exposed,2017,7,8.6,301.1,0.0,1.0,none,none
18.0909,-63.0106,Tropical Atlantic,Sheltered,2017,12,2.0,300.18,0.0,0.0,none,none
18.1365,-78.0382,Tropical Atlantic,Exposed,2017,12,7.6,301.41,0.0,1.0,none,none
25.2164,-80.4894,Tropical Atlantic,Sheltered,2017,10,4.0,299.42,1.49,1.25,none,none
18.4987,-77.6389,Tropical Atlantic,Exposed,2017,7,9.1,301.13,0.0,0.0,none,none
18.1029,-63.0161,Tropical Atlantic,Sheltered,2017,2,3.0,300.17,0.0,7.0,none,none
18.3478,-65.5708,Tropical Atlantic,Sheltered,2017,4,5.3,300.42,0.0,3.0,none,none
18.4166,-77.079,Tropical Atlantic,Exposed,2017,8,5.0,301.02,0.0,0.0,none,none
18.4191,-77.0699,Tropical Atlantic,Exposed,2017,8,8.0,301.05,0.0,0.0,none,none
18.4529,-77.9675,Tropical Atlantic,Exposed,2017,7,6.1,301.13,0.0,0.0,none,none
9.3834,-76.2281,Tropical Atlantic,Exposed,2017,6,10.0,301.72,0.0,5.0,none,none
18.4668,-78.0153,Tropical Atlantic,Exposed,2017,7,8.4,301.14,0.0,0.0,none,none
12.5052,-81.7316,Tropical Atlantic,Exposed,2017,10,7.0,300.73,7.28,7.0,moderate,bleaching
18.4962,-77.6369,Tropical Atlantic,Exposed,2017,7,7.4,301.13,0.0,0.0,none,none
18.4978,-77.9328,Tropical Atlantic,Exposed,2017,7,8.9,301.16,0.0,0.0,none,none
18.4119,-76.9917,Tropical Atlantic,Exposed,2017,7,8.4,301.07,0.0,0.67,none,none
18.4124,-76.9454,Tropical Atlantic,Exposed,2017,7,8.3,301.1,0.0,0.67,none,none
18.4636,-77.3573,Tropical Atlantic,Exposed,2017,8,8.1,301.07,0.0,0.0,none,none
17.935,-66.8844,Tropical Atlantic,Exposed,2017,11,3.3,300.71,0.0,0.0,none,none
17.9186,-67.0192,Tropical Atlantic,Exposed,2017,7,5.0,300.75,0.0,0.0,none,none
18.4689,-77.3907,Tropical Atlantic,Exposed,2017,8,7.9,301.07,0.0,0.0,none,none
18.4949,-77.9338,Tropical Atlantic,Exposed,2017,7,7.0,301.12,0.0,0.0,none,none
18.4151,-77.1241,Tropical Atlantic,Exposed,2017,8,7.3,301.02,0.0,0.0,none,none
25.1429,-80.2582,Tropical Atlantic,Exposed,2017,10,5.3,299.88,1.39,1.0,none,none
25.842,-80.0951,Tropical Atlantic,Exposed,2016,2,13.4,299.7,0.0,3.0,none,none
25.6682,-80.0987,Tropical Atlantic,Exposed,2016,9,8.2,299.77,0.0,0.0,none,none
25.3632,-80.1658,Tropical Atlantic,Exposed,2016,8,3.4,299.73,0.0,1.0,none,none
24.445,-81.9284,Tropical Atlantic,Exposed,2016,9,5.0,299.79,0.0,0.0,mild,bleaching
24.696,-82.7768,Tropical Atlantic,Exposed,2016,9,6.2,299.28,0.0,0.0,severe,bleaching
24.67,-80.9741,Tropical Atlantic,Exposed,2016,9,6.4,299.83,1.16,1.0,none,none
24.7353,-80.8107,Tropical Atlantic,Exposed,2016,9,7.0,299.89,2.71,2.0,none,none
24.6223,-81.112,Tropical Atlantic,Exposed,2016,2,15.6,299.83,0.0,2.0,none,none
24.9521,-80.4596,Tropical Atlantic,Exposed,2016,9,5.1,299.81,3.64,3.0,mild,bleaching
16.2995,-86.615,Tropical Atlantic,Exposed,2016,1,12.5,301.1,0.0,1.0,none,none
24.5857,-81.5826,Tropical Atlantic,Sheltered,2016,3,3.1,299.52,0.0,5.25,none,none
27.1058,-80.1282,Tropical Atlantic,Exposed,2016,9,7.6,299.02,0.0,0.0,mild,bleaching
25.9516,-80.1091,Tropical Atlantic,Exposed,2016,2,5.8,299.74,0.0,3.0,none,none
26.1152,-80.0973,Tropical Atlantic,Exposed,2016,9,7.3,299.72,0.0,0.0,mild,bleaching
26.4228,-80.0498,Tropical Atlantic,Exposed,2016,9,17.5,299.76,0.0,0.0,mild,bleaching
24.6114,-82.903,Tropical Atlantic,Sheltered,2016,9,13.7,299.38,0.0,0.0,mild,bleaching
24.5083,-81.7083,Tropical Atlantic,Sheltered,2016,9,6.2,299.75,0.0,0.0,mild,bleaching
18.5053,-73.3408,Tropical Atlantic,Exposed,2016,1,10.0,301.89,0.0,0.0,mild,bleaching
24.9519,-80.4513,Tropical Atlantic,Exposed,2016,3,16.2,299.81,0.0,9.0,mild,bleaching
25.6518,-80.0946,Tropical Atlantic,Exposed,2016,8,9.1,299.8,1.07,2.0,none,none
25.1031,-80.3244,Tropical Atlantic,Exposed,2016,2,4.6,299.74,0.0,3.0,mild,bleaching
25.6726,-80.0884,Tropical Atlantic,Exposed,2016,3,13.4,299.77,0.0,2.0,mild,bleaching
27.1518,-80.1422,Tropical Atlantic,Exposed,2016,9,2.8,298.86,0.0,0.0,none,none
24.6635,-82.8756,Tropical Atlantic,Sheltered,2016,9,11.6,299.3,0.0,0.0,mild,bleaching
25.9156,-80.1029,Tropical Atlantic,Exposed,2016,9,8.8,299.74,1.03,1.0,mild,bleaching
24.5479,-81.4024,Tropical Atlantic,Exposed,2016,9,3.6,299.82,1.01,1.0,none,none
24.9917,-80.4153,Tropical Atlantic,Exposed,2016,9,2.8,299.83,5.01,4.0,none,none
25.0345,-80.3547,Tropical Atlantic,Exposed,2016,1,9.2,299.87,0.0,7.0,none,none
17.8051,-77.0046,Tropical Atlantic,Exposed,2016,6,3.3,301.17,0.0,1.0,mild,bleaching
25.8804,-80.1011,Tropical Atlantic,Exposed,2016,9,10.7,299.7,2.32,2.0,mild,bleaching
26.5594,-80.0283,Tropical Atlantic,Exposed,2016,10,17.2,299.8,0.0,0.0,none,none
24.6148,-81.3917,Tropical Atlantic,Sheltered,2016,9,3.4,299.78,0.0,0.0,none,none
24.6993,-80.9669,Tropical Atlantic,Sheltered,2016,3,5.2,299.83,0.0,4.0,none,none
24.6096,-81.1788,Tropical Atlantic,Exposed,2016,9,8.6,299.86,0.0,0.0,none,none
24.7345,-80.8096,Tropical Atlantic,Exposed,2016,9,10.6,299.89,2.71,2.0,none,none
24.4702,-81.8729,Tropical Atlantic,Exposed,2016,9,9.7,299.77,1.02,1.0,mild,bleaching
24.5971,-81.2646,Tropical Atlantic,Exposed,2016,9,8.0,299.83,0.0,0.0,mild,bleaching
24.6062,-82.9542,Tropical Atlantic,Exposed,2016,9,13.2,299.43,0.0,0.0,mild,bleaching
24.6769,-80.9433,Tropical Atlantic,Exposed,2016,9,14.4,299.86,1.14,1.0,mild,bleaching
24.7024,-82.847,Tropical Atlantic,Sheltered,2016,9,3.2,299.28,0.0,0.0,moderate,bleaching
25.9914,-80.0952,Tropical Atlantic,Exposed,2016,9,16.5,299.73,1.03,1.0,moderate,bleaching
24.6059,-82.9343,Tropical Atlantic,Exposed,2016,9,16.7,299.39,0.0,0.0,mild,bleaching
18.4306,-72.7897,Tropical Atlantic,Sheltered,2016,1,5.0,302.03,0.0,0.0,none,none
27.1157,-80.1288,Tropical Atlantic,Exposed,2016,9,6.4,299.02,0.0,0.0,none,none
27.1419,-80.1357,Tropical Atlantic,Exposed,2016,6,6.9,298.86,0.0,5.0,mild,bleaching
24.6249,-82.834,Tropical Atlantic,Exposed,2016,9,10.8,299.31,0.0,0.0,mild,bleaching
24.6145,-82.8704,Tropical Atlantic,Exposed,2016,9,4.8,299.38,0.0,0.0,none,none
25.9716,-80.0904,Tropical Atlantic,Exposed,2016,9,17.8,299.73,1.03,1.0,moderate,bleaching
24.6442,-81.0475,Tropical Atlantic,Exposed,2016,9,10.4,299.84,1.2,1.0,none,none
26.3011,-80.0609,Tropical Atlantic,Exposed,2016,2,18.1,299.7,0.0,0.0,none,none
26.0773,-80.1076,Tropical Atlantic,Exposed,2016,9,4.8,299.72,0.0,0.0,moderate,bleaching
24.668,-82.7774,Tropical Atlantic,Exposed,2016,9,13.3,299.28,0.0,0.0,mild,bleaching
26.061,-80.1028,Tropical Atlantic,Exposed,2016,9,7.0,299.73,0.0,0.0,mild,bleaching
27.1239,-80.1368,Tropical Atlantic,Exposed,2016,9,5.9,298.86,0.0,0.0,mild,bleaching
26.6746,-80.0186,Tropical Atlantic,Exposed,2016,9,16.3,299.71,0.0,0.0,none,none
26.6988,-80.0176,Tropical Atlantic,Exposed,2016,9,14.6,299.71,0.0,0.0,none,none
24.6485,-81.0328,Tropical Atlantic,Exposed,2016,9,11.0,299.84,1.2,1.0,none,none
25.9463,-80.1026,Tropical Atlantic,Exposed,2016,9,7.3,299.74,1.03,1.0,mild,bleaching
24.5825,-82.9266,Tropical Atlantic,Exposed,2016,9,16.2,299.39,0.0,0.0,none,none
24.5223,-81.5198,Tropical Atlantic,Exposed,2016,8,6.6,299.84,0.0,2.0,none,none
26.1891,-80.0868,Tropical Atlantic,Exposed,2016,9,7.3,299.78,0.0,0.0,mild,bleaching
24.6436,-82.856,Tropical Atlantic,Sheltered,2016,9,8.7,299.31,0.0,0.0,none,none
24.5822,-82.9272,Tropical Atlantic,Exposed,2016,9,13.4,299.39,0.0,0.0,mild,bleaching
18.44,-77.1603,Tropical Atlantic,Exposed,2016,8,9.3,301.03,0.0,0.0,mild,bleaching
24.4978,-81.7333,Tropical Atlantic,Sheltered,2016,9,6.4,299.75,0.0,0.0,mild,bleaching
24.6217,-81.1564,Tropical Atlantic,Exposed,2016,9,7.8,299.82,0.0,0.0,mild,bleaching
24.6273,-82.8538,Tropical Atlantic,Exposed,2016,9,14.0,299.31,0.0,0.0,mild,bleaching
24.6324,-81.0904,Tropical Atlantic,Exposed,2016,9,3.7,299.83,0.0,0.0,mild,bleaching
26.081,-80.0956,Tropical Atlantic,Exposed,2016,9,7.4,299.72,0.0,0.0,mild,bleaching
17.7947,-77.0772,Tropical Atlantic,Sheltered,2016,11,5.1,301.21,3.93,3.0,none,none
24.5139,-81.5633,Tropical Atlantic,Exposed,2016,9,6.5,299.84,38.92,24.0,mild,bleaching
24.5248,-81.576,Tropical Atlantic,Exposed,2016,9,4.4,299.81,0.0,0.0,mild,bleaching
26.5706,-80.027,Tropical Atlantic,Exposed,2016,10,16.1,299.8,0.0,0.0,none,none
24.5138,-81.9225,Tropical Atlantic,Sheltered,2016,9,5.5,299.67,1.13,1.0,none,none
24.5453,-81.4079,Tropical Atlantic,Exposed,2016,2,5.5,299.82,1.41,26.0,none,none
24.523,-81.519,Tropical Atlantic,Exposed,2016,8,4.8,299.84,0.0,2.0,none,none
24.765,-80.7353,Tropical Atlantic,Exposed,2016,9,15.4,299.88,1.69,3.0,none,none
17.9199,-76.8199,Tropical Atlantic,Sheltered,2016,8,7.1,301.06,0.0,0.0,none,none
25.8226,-80.0906,Tropical Atlantic,Exposed,2016,9,15.4,299.73,1.06,1.0,mild,bleaching
24.4568,-81.9168,Tropical Atlantic,Exposed,2016,9,7.6,299.76,1.02,1.0,mild,bleaching
24.8039,-76.3402,Tropical Atlantic,Sheltered,2016,3,6.1,299.84,0.0,1.0,mild,bleaching
24.4857,-81.6982,Tropical Atlantic,Exposed,2016,9,6.8,299.81,0.0,0.0,mild,bleaching
25.7817,-80.0877,Tropical Atlantic,Exposed,2016,9,18.0,299.78,1.23,1.0,mild,bleaching
24.5496,-81.4419,Tropical Atlantic,Exposed,2016,9,8.1,299.82,41.9,25.0,none,none
24.5461,-81.4073,Tropical Atlantic,Exposed,2016,9,3.0,299.82,41.76,25.0,none,none
24.7228,-82.8038,Tropical Atlantic,Exposed,2016,9,13.2,299.27,0.0,0.0,mild,bleaching
25.7261,-80.0986,Tropical Atlantic,Exposed,2016,9,9.7,299.83,0.0,0.0,none,none
24.6953,-80.9375,Tropical Atlantic,Exposed,2016,9,4.4,299.86,1.14,1.0,none,none
24.4517,-81.8798,Tropical Atlantic,Exposed,2016,3,10.3,299.81,0.0,5.0,none,none
26.1909,-80.0848,Tropical Atlantic,Exposed,2016,9,7.4,299.78,0.0,0.0,none,none
26.108,-80.1034,Tropical Atlantic,Exposed,2016,9,4.2,299.72,0.0,0.0,mild,bleaching
18.0909,-77.9775,Tropical Atlantic,Exposed,2016,10,9.4,301.35,0.0,0.0,none,none
18.1219,-78.0182,Tropical Atlantic,Exposed,2016,10,5.4,301.4,0.54,0.5,none,none
25.8421,-80.0881,Tropical Atlantic,Exposed,2016,3,14.4,299.7,0.0,3.0,none,none
25.8422,-80.104,Tropical Atlantic,Exposed,2016,2,5.8,299.7,0.0,3.0,none,none
24.6325,-82.8766,Tropical Atlantic,Sheltered,2016,9,6.8,299.33,0.0,0.0,mild,bleaching
25.2157,-80.2328,Tropical Atlantic,Exposed,2016,9,3.4,299.84,0.0,0.0,mild,bleaching
24.6166,-81.3907,Tropical Atlantic,Sheltered,2016,9,2.0,299.78,0.0,0.0,none,none
24.955,-80.458,Tropical Atlantic,Exposed,2016,9,5.6,299.78,2.67,2.0,none,none
24.5264,-81.6244,Tropical Atlantic,Sheltered,2016,9,8.0,299.79,39.83,24.0,none,none
17.7999,-77.0173,Tropical Atlantic,Sheltered,2016,11,6.1,301.16,3.41,3.0,none,none
24.5482,-81.5741,Tropical Atlantic,Sheltered,2016,9,6.6,299.72,0.0,0.0,none,none
25.6303,-80.098,Tropical Atlantic,Exposed,2016,9,8.2,299.8,1.07,1.0,none,none
25.1026,-80.3436,Tropical Atlantic,Sheltered,2016,9,1.5,299.74,1.05,1.0,mild,bleaching
24.4546,-81.8593,Tropical Atlantic,Exposed,2016,9,5.1,299.77,0.0,0.0,mild,bleaching
25.7801,-80.0889,Tropical Atlantic,Exposed,2016,9,13.2,299.78,1.23,1.0,mild,bleaching
25.9888,-80.0973,Tropical Atlantic,Exposed,2016,9,10.1,299.73,1.03,1.0,mild,bleaching
24.6268,-81.1084,Tropical Atlantic,Exposed,2016,9,5.2,299.83,0.0,0.0,none,none
24.7013,-80.9653,Tropical Atlantic,Sheltered,2016,9,3.7,299.83,1.16,1.0,none,none
24.6658,-81.0707,Tropical Atlantic,Sheltered,2016,9,4.7,299.75,2.32,2.0,none,none
24.4461,-81.9178,Tropical Atlantic,Exposed,2016,9,11.4,299.79,0.0,0.0,mild,bleaching
25.9518,-80.0996,Tropical Atlantic,Exposed,2016,9,12.4,299.74,1.03,1.0,none,none
26.1494,-80.0894,Tropical Atlantic,Exposed,2016,2,8.5,299.79,0.0,2.25,none,none
12.3175,-69.1525,Tropical Atlantic,Sheltered,2016,5,14.0,300.2,0.0,0.0,none,none
12.328,-69.1518,Tropical Atlantic,Sheltered,2016,5,13.0,300.2,0.0,0.0,none,none
24.6253,-81.1116,Tropical Atlantic,Exposed,2016,2,5.3,299.83,0.0,2.0,mild,bleaching
24.6184,-81.3789,Tropical Atlantic,Sheltered,2016,9,2.1,299.78,0.0,0.0,none,none
24.657,-81.008,Tropical Atlantic,Exposed,2016,9,5.8,299.85,1.06,1.0,mild,bleaching
26.2117,-80.0856,Tropical Atlantic,Exposed,2016,9,4.6,299.76,0.0,0.0,none,none
26.7103,-80.0299,Tropical Atlantic,Exposed,2016,9,3.4,299.7,0.0,0.0,none,none
24.7634,-80.7552,Tropical Atlantic,Exposed,2016,9,10.0,299.87,1.69,1.0,none,none
24.662,-81.0132,Tropical Atlantic,Exposed,2016,9,5.8,299.79,42.04,24.0,none,none
24.5216,-81.5414,Tropical Atlantic,Exposed,2016,9,5.2,299.84,38.92,24.0,none,none
24.9992,-80.4669,Tropical Atlantic,Sheltered,2016,2,4.6,299.74,0.0,2.0,none,none
24.6858,-80.9659,Tropical Atlantic,Exposed,2016,9,3.7,299.83,1.16,1.0,none,none
25.9585,-80.0938,Tropical Atlantic,Exposed,2016,2,16.7,299.73,0.0,2.0,none,none
25.6785,-80.1186,Tropical Atlantic,Exposed,2016,3,7.7,299.65,0.0,3.0,none,none
24.5013,-81.6943,Tropical Atlantic,Sheltered,2016,10,9.1,299.78,0.0,0.0,none,none
24.5603,-81.5021,Tropical Atlantic,Sheltered,2016,3,4.9,299.77,0.0,5.0,none,none
24.4908,-81.7112,Tropical Atlantic,Exposed,2016,9,7.6,299.8,0.0,0.0,mild,bleaching
24.576,-82.9123,Tropical Atlantic,Exposed,2016,9,13.3,299.48,0.0,0.0,mild,bleaching
27.1148,-80.1359,Tropical Atlantic,Exposed,2016,9,4.0,299.02,0.0,0.0,mild,bleaching
24.5949,-81.2258,Tropical Atlantic,Exposed,2016,9,9.4,299.85,0.0,0.0,mild,bleaching
26.1599,-80.0825,Tropical Atlantic,Exposed,2016,2,14.9,299.79,0.0,2.25,mild,bleaching
24.667,-82.8591,Tropical Atlantic,Sheltered,2016,9,12.2,299.28,0.0,0.0,mild,bleaching
24.6916,-82.9121,Tropical Atlantic,Exposed,2016,9,12.2,299.33,0.0,0.0,mild,bleaching
26.2223,-80.0771,Tropical Atlantic,Exposed,2016,9,11.8,299.76,0.0,0.0,mild,bleaching
12.2603,-69.1203,Tropical Atlantic,Sometimes,2016,5,12.0,300.13,0.0,0.0,none,none
24.4836,-81.7039,Tropical Atlantic,Exposed,2016,9,4.2,299.8,0.0,0.0,mild,bleaching
26.2333,-80.0754,Tropical Atlantic,Exposed,2016,9,13.6,299.76,0.0,0.0,mild,bleaching
24.4664,-82.0019,Tropical Atlantic,Sheltered,2016,9,11.8,299.69,1.26,1.0,mild,bleaching
24.5532,-81.3794,Tropical Atlantic,Exposed,2016,9,5.7,299.82,1.01,1.0,mild,bleaching
24.4728,-81.8239,Tropical Atlantic,Exposed,2016,9,7.8,299.77,0.0,0.0,mild,bleaching
24.6978,-80.9698,Tropical Atlantic,Sheltered,2016,9,5.8,299.83,1.16,1.0,none,none
25.0447,-80.4684,Tropical Atlantic,Sheltered,2016,2,2.4,299.62,0.0,3.0,none,none
